text,label
"as proposed by several recent published authoritative reviews and research, studies on the association between RAAS inhibition therapy and treatment outcomes in COVID-19 patients are urgently needed [<|multi_cit|>] [SEP] In closing, we see no reason to abandon or discontinue temporarily the use of RAS blockers preventatively in SARS-CoV-2 patients.29 There are some concerns that these agents, particularly ARBs, can affect the expression of ACE2 based on animal models that, however, have not been challenged with coronavirus infection to evaluate the impact of RAS blocker therapy. Since this information is lacking, we see no rationale to panic and to alter the prescription of this critically important class of antihypertensives. Instead, what has been reported is history of hypertension versus not, in SARS-CoV-2 patients, without any adjustment (eg, for age). The use of RAS blockers as a causal link is an assumption that lacks evidence, as discussed here.",ACCURATE
"Early in the pandemic, various reports<|multi_cit|> suggested that ARBs and ACE inhibitors might be associated with increased susceptibility to SARS-CoV-2 infection and worse outcomes for COVID-19 cases. [SEP] Because the ACE2 (angiotensin-converting enzyme 2) protein is the receptor that facilitates coronavirus entry into cells, the notion has been popularized that treatment with renin-angiotensin system blockers might increase the risk of developing a severe and fatal severe acute respiratory syndrome coronavirus-2 infection.",ACCURATE
"soluble ACE2 corresponds to a small percentage of the total ACE2 available [<|cit|>] [SEP] ACE2 in its full-length form is a membrane-bound enzyme, whereas its shorter (soluble) form circulates in blood at very low levels.",ACCURATE
"Several recent studies have shown a beneficial role of ACE2 in the protective effects on lung injury models, which was mediated by activation of ACE2/Ang 1-7/MAS pathway, leading to counteracting effects against the detrimental role of oxidative stress and inflammation responses [<|multi_cit|>]. [SEP] NO EVIDENCE",IRRELEVANT
"There is clinical equipoise regarding safety and effectiveness of ARBs in COVID-19.<|multi_cit|>–37 [SEP] In closing, we see no reason to abandon or discontinue temporarily the use of RAS blockers preventatively in SARS-CoV-2 patients.29 There are some concerns that these agents, particularly ARBs, can affect the expression of ACE2 based on animal models that, however, have not been challenged with coronavirus infection to evaluate the impact of RAS blocker therapy. Their therapeutic benefit, in our opinion, outweighs any potential risk of them predisposing to corona infection. Moreover, it is unknown whether alternative antihypertensives do not carry the same risk. * Animal data support a potential protective pulmonary and cardiovascular effects of elevated ACE2 expression. * Treatment with RAS blockers should not be discontinued because of concerns with coronavirus infection based on the currently available evidence.",ACCURATE
"viral adsorption is initiated. ACE-2 is present in the human upper respiratory tract and kidneys. Adsorption also depends on a serine protease, TMPRSS2 (transmembrane protease, serine 2) [<|multi_cit|>]. [SEP] Binding to the ACE2 receptor requires the surface unit of a viral spike protein (S1; Figure).5,6 Subsequent cell entry relies on priming by the serine protease TMPRSS2 (transmembrane protease, serine 2).5 Two recent reports confirmed that SARS-CoV-2 also enters the cell via this route.7,8 Importantly, SARS-CoV-2 entry into the cell could be blocked both by S-protein neutralizing antibodies and TMPRSS2 inhibitors (camostat mesylate).7 In the lung, ACE2 expression occurs in type 2 pneumocytes and macrophages. Generally, however, pulmonary ACE2 expression is low when compared with other organs like the intestine, testis, heart, and kidney.9–11",ACCURATE
"the full-length transmembrane ACE2 corresponds to 96–98% of the total amount of ACE2 even when shedding is enhanced [<|cit|>] [SEP] ACE2 in its full-length form is a membrane-bound enzyme, whereas its shorter (soluble) form circulates in blood at very low levels.",ACCURATE
"the initial widespread media reports about the potential risks of angiotensin-converting enzyme (ACE) inhibitors and angiotensin receptor blockers (ARBs) in relation to COVID-19 may have temporarily altered prescribing patterns for these agents among older residents<|multi_cit|> [SEP] Because the ACE2 (angiotensin-converting enzyme 2) protein is the receptor that facilitates coronavirus entry into cells, the notion has been popularized that treatment with renin-angiotensin system blockers might increase the risk of developing a severe and fatal severe acute respiratory syndrome coronavirus-2 infection.",NOT_ACCURATE
"angiotensin receptor blockers (ARBs) in experimental animal models increased the amount of ACE2 receptors in the cardiopulmonary circulation, it has been speculated that patients chronically taking these drugs may be at increased risk of worse outcomes from COVID-19 (<|other_cit|>). However, to date, there are no conclusive data demonstrating beneficial or adverse outcomes with background use of ACE-inhibitors, ARBs or other RAS antagonists among COVID-19 patients with a history of cardiovascular disease treated with these drugs (<|multi_cit|>) [SEP] ACE (angiotensin-converting enzyme) inhibitors do not inhibit ACE2 because ACE and ACE2 are different enzymes. Although angiotensin II type 1 receptor blockers have been shown to upregulate ACE2 in experimental animals, the evidence is not always consistent and differs among the diverse angiotensin II type 1 receptor blockers and differing organs. Moreover, there are no data to support the notion that ACE inhibitor or angiotensin II type 1 receptor blocker administration facilitates coronavirus entry by increasing ACE2 expression in either animals or humans. In closing, we see no reason to abandon or discontinue temporarily the use of RAS blockers preventatively in SARS-CoV-2 patients.29 There are some concerns that these agents, particularly ARBs, can affect the expression of ACE2 based on animal models that, however, have not been challenged with coronavirus infection to evaluate the impact of RAS blocker therapy. In closing, we see no reason to abandon or discontinue temporarily the use of RAS blockers preventatively in SARS-CoV-2 patients.29 There are some concerns that these agents, particularly ARBs, can affect the expression of ACE2 based on animal models that, however, have not been challenged with coronavirus infection to evaluate the impact of RAS blocker therapy. Since this information is lacking, we see no rationale to panic and to alter the prescription of this critically important class of antihypertensives.",ACCURATE
"a large number of articles have focused on whether these drugs increase or decrease tissue levels (particularly lung levels) of ACE2 and whether this may increase or decrease the severity of COVID-19. However, most of them are review or opinion articles reporting that experimental data on this question are scarce and controversial [<|multi_cit|>–29]. Furthermore, in addition to ACE2, other RAS components may play a major role in COVID-19 severity, and the above-mentioned RAS modul [SEP] NO EVIDENCE",IRRELEVANT
"a study did report that ACEI did not inhibit ACE2, making the harmful effect of hypertension unlikely.[<|cit|>] [SEP] ACE (angiotensin-converting enzyme) inhibitors do not inhibit ACE2 because ACE and ACE2 are different enzymes.",ACCURATE
"The protective effect of AT1R blockers in hypertensive COVID-19 patients has been reviewed recently [<|multi_cit|>]. [SEP] There are, however, limited reports that ACE inhibitors affect the expression of ACE2 in the heart and the kidney.19 AT1 receptor blockers (ARBs) alter ACE2 expression more consistently in several studies, both at the mRNA and protein level.19–21 Upregulation has been best documented in cardiac tissue and in the renal vasculature. Yet, even here, results are diverse, required high doses, and often differed per ARB and per organ. In this context, one can speculate that having increased ACE2 expression by preexisting ARBs treatment may actually be protective in the course of SARS-CoV-2 infection.",ACCURATE
"Some studies have suggested a potential beneficial effect of RAS inhibitors in SARS-CoV-2 patients, and this has been put forward in some reviews [<|multi_cit|>]. [SEP] Indeed, animal data support elevated ACE2 expression as conferring potential protective pulmonary and cardiovascular effects. Moreover, there are no data to support the notion that ACE inhibitor or angiotensin II type 1 receptor blocker administration facilitates coronavirus entry by increasing ACE2 expression in either animals or humans.",ACCURATE
"Coronavirus disease 2019 (COVID-19) has rapidly spread to the whole world and been officially declared a global pandemic by the World Health Organization (WHO) on 11 Mar 2020 [<|multi_cit|>]. [SEP] The spread of severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) has already taken on pandemic proportions, having infected >100 000 people in 100 countries.1 Although the major current focus of public health authorities is to develop a coordinated global response to prepare health systems to meet this unprecedented challenge, a corollary concern has been identified that is of particular interest to clinicians and investigators with a major interest in hypertension.",NOT_ACCURATE
"the relationship between the RAS, its inhibitors, and coronavirus disease 2019 (COVID-19) is currently hotly debated (<|cit|>) [SEP] In closing, we see no reason to abandon or discontinue temporarily the use of RAS blockers preventatively in SARS-CoV-2 patients.29 There are some concerns that these agents, particularly ARBs, can affect the expression of ACE2 based on animal models that, however, have not been challenged with coronavirus infection to evaluate the impact of RAS blocker therapy. Since this information is lacking, we see no rationale to panic and to alter the prescription of this critically important class of antihypertensives. Although angiotensin II type 1 receptor blockers have been shown to upregulate ACE2 in experimental animals, the evidence is not always consistent and differs among the diverse angiotensin II type 1 receptor blockers and differing organs. Moreover, there are no data to support the notion that ACE inhibitor or angiotensin II type 1 receptor blocker administration facilitates coronavirus entry by increasing ACE2 expression in either animals or humans.",ACCURATE
